Unnamed: 0,user_id,item_id,timestamp,rating,buy,time_diff
41,5,9623,2023-10-31 13:36:12.793,1,,
42,5,9623,2023-10-31 14:00:12.793,3,,0 days 00:24:00
43,5,9623,2023-10-31 16:17:12.793,4,,0 days 02:17:00
44,5,9623,2023-11-01 14:04:12.793,5,,0 days 21:47:00
45,5,10115,2023-11-01 21:36:12.793,1,,
46,5,10115,2023-11-02 05:56:12.793,2,,0 days 08:20:00
47,5,10246,2023-11-01 03:41:12.793,1,,
48,5,10312,2023-11-02 04:26:12.793,1,,
49,5,10586,2023-11-01 23:35:12.793,1,,
50,6,8575,2023-10-31 14:26:12.793,1,,
51,6,8575,2023-11-01 18:16:12.793,2,,1 days 03:50:00
52,6,8712,2023-11-01 19:04:12.793,1,,
53,6,9204,2023-11-02 06:47:12.793,1,,
54,6,9328,2023-10-31 17:31:12.793,1,,
55,6,9328,2023-11-01 01:40:12.793,2,,0 days 08:09:00
56,6,9328,2023-11-01 08:00:12.793,3,,0 days 06:20:00
57,6,9328,2023-11-01 10:08:12.793,4,,0 days 02:08:00
58,6,10382,2023-11-01 04:07:12.793,1,,
59,6,10382,2023-11-01 12:37:12.793,2,,0 days 08:30:00
60,7,9068,2023-10-31 17:31:12.793,1,,
61,7,9072,2023-11-01 06:18:12.793,1,,
62,7,9072,2023-11-01 13:38:12.793,2,,0 days 07:20:00
63,7,9072,2023-11-02 04:36:12.793,3,,0 days 14:58:00
64,7,9186,2023-11-02 06:15:12.793,1,,
65,7,9441,2023-10-31 18:38:12.793,1,,
66,7,9441,2023-11-01 17:53:12.793,2,,0 days 23:15:00
67,7,10357,2023-10-31 12:43:12.793,1,,
68,7,10357,2023-11-01 14:02:12.793,2,,1 days 01:19:00
69,7,10357,2023-11-01 19:57:12.793,3,,0 days 05:55:00
70,8,8776,2023-10-31 23:53:12.793,1,,
71,8,8776,2023-11-02 04:54:12.793,2,,1 days 05:01:00
72,8,8818,2023-10-31 09:42:12.793,1,,
73,8,8818,2023-11-01 18:23:12.793,2,,1 days 08:41:00
74,8,10086,2023-11-01 04:05:12.793,1,,
75,8,10086,2023-11-01 10:08:12.793,2,,0 days 06:03:00
76,8,10086,2023-11-02 00:28:12.793,3,,0 days 14:20:00
77,8,10460,2023-11-01 02:39:12.793,1,,
78,8,10460,2023-11-01 06:44:12.793,2,,0 days 04:05:00
79,8,10460,2023-11-01 13:50:12.793,3,,0 days 07:06:00
80,9,8870,2023-10-31 14:46:12.793,1,,
81,9,8870,2023-10-31 23:45:12.793,2,,0 days 08:59:00
82,9,8870,2023-11-01 18:28:12.793,3,,0 days 18:43:00
83,9,8934,2023-10-31 18:00:12.793,1,,
84,9,8934,2023-11-01 11:27:12.793,2,,0 days 17:27:00
85,9,8934,2023-11-02 02:52:12.793,3,,0 days 15:25:00
86,9,9067,2023-10-31 15:53:12.793,1,,
87,9,9067,2023-10-31 20:11:12.793,2,,0 days 04:18:00
88,9,10219,2023-10-31 19:12:12.793,1,,
89,9,10219,2023-11-02 07:40:12.793,2,,1 days 12:28:00
90,10,9127,2023-11-01 06:07:12.793,1,,
91,10,9134,2023-10-31 12:28:12.793,1,,
92,10,9134,2023-11-01 13:59:12.793,2,,1 days 01:31:00
93,10,9269,2023-10-31 18:24:12.793,1,,
94,10,9269,2023-11-01 19:42:12.793,2,,1 days 01:18:00
95,10,10341,2023-10-31 12:50:12.793,1,,
96,10,10341,2023-10-31 21:30:12.793,2,,0 days 08:40:00
97,10,10341,2023-11-02 00:25:12.793,3,,1 days 02:55:00
98,10,10433,2023-10-31 10:50:12.793,1,,
99,10,10433,2023-11-01 11:04:12.793,2,,1 days 00:14:00
100,11,8533,2023-10-31 15:51:12.793,1,,
101,11,8533,2023-11-02 00:22:12.793,2,,1 days 08:31:00
102,11,8533,2023-11-02 05:58:12.793,3,,0 days 05:36:00
103,11,8596,2023-11-01 15:02:12.793,1,,
104,11,8596,2023-11-02 07:47:12.793,2,,0 days 16:45:00
105,11,8596,2023-11-02 09:08:12.793,3,,0 days 01:21:00
106,11,8622,2023-11-01 22:57:12.793,1,,
107,11,8737,2023-11-01 07:13:12.793,1,,
108,11,8737,2023-11-02 08:38:12.793,2,,1 days 01:25:00
109,11,10469,2023-11-02 02:38:12.793,1,,
110,12,8630,2023-11-01 06:01:12.793,1,,
111,12,8630,2023-11-01 06:31:12.793,3,,0 days 00:30:00
112,12,8990,2023-11-01 03:37:12.793,1,,
113,12,9535,2023-11-01 10:51:12.793,1,,
114,12,10108,2023-10-31 17:56:12.793,1,,
115,12,10108,2023-11-01 21:21:12.793,2,,1 days 03:25:00
116,12,10332,2023-11-01 07:18:12.793,1,,
117,12,10332,2023-11-01 12:16:12.793,2,,0 days 04:58:00
118,12,10332,2023-11-01 18:05:12.793,3,,0 days 05:49:00
119,12,10332,2023-11-02 05:26:12.793,4,,0 days 11:21:00
120,13,8670,2023-11-01 00:59:12.793,1,,
121,13,8670,2023-11-02 07:00:12.793,2,,1 days 06:01:00
122,13,9640,2023-11-01 00:25:12.793,1,,
123,13,9750,2023-11-01 03:48:12.793,1,,
124,13,9750,2023-11-01 16:29:12.793,2,,0 days 12:41:00
125,13,10222,2023-10-31 18:52:12.793,1,,
126,13,10222,2023-11-01 21:23:12.793,2,,1 days 02:31:00
127,13,10319,2023-11-01 09:47:12.793,1,,
128,13,10363,2023-10-31 09:44:12.793,1,,
129,13,10363,2023-11-02 07:53:12.793,2,,1 days 22:09:00
130,14,8528,2023-10-31 23:29:12.793,1,,
131,14,9839,2023-11-01 17:45:12.793,1,,
132,14,9965,2023-10-31 19:39:12.793,1,,
133,14,9965,2023-11-02 06:16:12.793,2,,1 days 10:37:00
134,14,9990,2023-11-01 00:11:12.793,1,,
135,14,9990,2023-11-02 02:37:12.793,2,,1 days 02:26:00
136,14,10050,2023-10-31 15:35:12.793,1,,
137,14,10050,2023-11-01 06:32:12.793,2,,0 days 14:57:00
138,14,10050,2023-11-02 01:10:12.793,3,,0 days 18:38:00
139,14,10127,2023-10-31 13:38:12.793,1,,
140,15,8608,2023-10-31 09:15:12.793,1,,
141,15,8608,2023-11-01 16:03:12.793,2,,1 days 06:48:00
142,15,8608,2023-11-01 16:39:12.793,4,,0 days 00:36:00
143,15,8608,2023-11-02 08:15:12.793,5,,0 days 15:36:00
144,15,8965,2023-11-02 02:21:12.793,1,,
145,15,9272,2023-11-02 03:00:12.793,1,,
146,15,10391,2023-10-31 10:09:12.793,1,,
147,15,10391,2023-11-01 07:43:12.793,2,,0 days 21:34:00
148,15,10391,2023-11-01 19:32:12.793,3,,0 days 11:49:00
149,15,10608,2023-10-31 23:55:12.793,1,,
150,16,8542,2023-11-01 01:34:12.793,1,,
151,16,8766,2023-10-31 13:44:12.793,1,,
152,16,8766,2023-10-31 16:39:12.793,2,,0 days 02:55:00
153,16,8766,2023-10-31 22:33:12.793,3,,0 days 05:54:00
154,16,9407,2023-10-31 10:50:12.793,1,,
155,16,9407,2023-11-01 05:11:12.793,2,,0 days 18:21:00
156,16,10085,2023-11-01 02:19:12.793,1,,
157,16,10085,2023-11-01 10:53:12.793,2,,0 days 08:34:00
158,16,10174,2023-11-01 04:26:12.793,1,,
159,16,10174,2023-11-01 05:08:12.793,3,,0 days 00:42:00
160,17,8625,2023-10-31 11:10:12.793,1,,
161,17,8625,2023-10-31 17:03:12.793,2,,0 days 05:53:00
162,17,8625,2023-11-01 04:17:12.793,3,,0 days 11:14:00
163,17,8625,2023-11-02 08:01:12.793,4,,1 days 03:44:00
164,17,9548,2023-11-01 20:49:12.793,1,,
165,17,9743,2023-10-31 11:40:12.793,1,,
166,17,9743,2023-10-31 12:28:12.793,3,,0 days 00:48:00
167,17,9743,2023-11-02 06:52:12.793,4,,1 days 18:24:00
168,17,10409,2023-11-01 08:43:12.793,1,,
169,17,10409,2023-11-02 06:25:12.793,2,,0 days 21:42:00
170,18,8579,2023-10-31 10:39:12.793,1,,
171,18,8579,2023-11-01 12:19:12.793,2,,1 days 01:40:00
172,18,9826,2023-11-01 04:48:12.793,1,,
173,18,9826,2023-11-02 02:47:12.793,2,,0 days 21:59:00
174,18,9826,2023-11-02 02:48:12.793,4,,0 days 00:01:00
175,18,10130,2023-11-01 05:31:12.793,1,,
176,18,10130,2023-11-01 08:02:12.793,2,,0 days 02:31:00
177,18,10130,2023-11-01 16:18:12.793,3,,0 days 08:16:00
178,18,10154,2023-10-31 11:07:12.793,1,,
179,18,10630,2023-11-02 02:16:12.793,1,,
180,19,8730,2023-10-31 13:46:12.793,1,,
181,19,8730,2023-10-31 20:31:12.793,2,,0 days 06:45:00
182,19,8730,2023-10-31 20:59:12.793,4,,0 days 00:28:00
183,19,8730,2023-11-01 02:38:12.793,5,,0 days 05:39:00
184,19,8919,2023-11-01 07:11:12.793,1,,
185,19,9735,2023-11-01 06:47:12.793,1,,
186,19,9804,2023-11-01 13:04:12.793,1,,
187,19,10395,2023-10-31 09:31:12.793,1,,
188,19,10395,2023-11-02 02:31:12.793,2,,1 days 17:00:00
189,19,10395,2023-11-02 04:20:12.793,3,,0 days 01:49:00
190,20,8683,2023-11-01 06:02:12.793,1,,
191,20,8683,2023-11-01 20:22:12.793,2,,0 days 14:20:00
192,20,8683,2023-11-02 05:39:12.793,3,,0 days 09:17:00
193,20,8833,2023-10-31 13:30:12.793,1,,
194,20,8833,2023-10-31 13:45:12.793,3,,0 days 00:15:00
195,20,8833,2023-11-01 23:03:12.793,4,,1 days 09:18:00
196,20,8833,2023-11-02 08:45:12.793,5,,0 days 09:42:00
197,20,9171,2023-10-31 18:31:12.793,1,,
198,20,10393,2023-10-31 10:43:12.793,1,,
199,20,10393,2023-11-01 06:48:12.793,2,,0 days 20:05:00
200,21,8686,2023-11-01 17:08:12.793,1,,
201,21,9792,2023-11-01 00:01:12.793,1,,
202,21,9792,2023-11-01 02:14:12.793,2,,0 days 02:13:00
203,21,9792,2023-11-01 18:02:12.793,3,,0 days 15:48:00
204,21,10135,2023-11-01 07:31:12.793,1,,
205,21,10135,2023-11-01 09:43:12.793,2,,0 days 02:12:00
206,21,10246,2023-11-01 21:53:12.793,1,,
207,21,10406,2023-10-31 19:13:12.793,1,,
208,21,10406,2023-11-01 15:51:12.793,2,,0 days 20:38:00
209,21,10406,2023-11-02 00:09:12.793,3,,0 days 08:18:00
210,22,8631,2023-10-31 11:51:12.793,1,,
211,22,8631,2023-11-01 17:27:12.793,2,,1 days 05:36:00
212,22,8631,2023-11-01 21:04:12.793,3,,0 days 03:37:00
213,22,8631,2023-11-02 07:41:12.793,4,,0 days 10:37:00
214,22,9180,2023-10-31 11:16:12.793,1,,
215,22,9804,2023-11-01 01:23:12.793,1,,
216,22,9804,2023-11-01 11:34:12.793,2,,0 days 10:11:00
217,22,9804,2023-11-01 13:11:12.793,3,,0 days 01:37:00
218,22,9804,2023-11-01 18:45:12.793,4,,0 days 05:34:00
219,22,10309,2023-11-01 06:43:12.793,1,,
220,23,8757,2023-10-31 10:57:12.793,1,,
221,23,8757,2023-11-02 07:05:12.793,2,,1 days 20:08:00
222,23,9213,2023-11-02 04:35:12.793,1,,
223,23,9487,2023-11-01 02:54:12.793,1,,
224,23,9487,2023-11-01 17:22:12.793,2,,0 days 14:28:00
225,23,9487,2023-11-02 07:54:12.793,3,,0 days 14:32:00
226,23,9877,2023-10-31 15:08:12.793,1,,
227,23,10034,2023-10-31 11:48:12.793,1,,
228,23,10034,2023-10-31 13:39:12.793,2,,0 days 01:51:00
229,23,10557,2023-11-01 21:41:12.793,1,,
230,24,9485,2023-10-31 17:39:12.793,1,,
231,24,9485,2023-10-31 17:43:12.793,3,,0 days 00:04:00
232,24,9536,2023-11-01 19:38:12.793,1,,
233,24,9965,2023-11-01 00:41:12.793,1,,
234,24,9965,2023-11-01 04:05:12.793,2,,0 days 03:24:00
235,24,10326,2023-11-01 07:53:12.793,1,,
236,24,10326,2023-11-01 19:04:12.793,2,,0 days 11:11:00
237,24,10426,2023-11-01 03:39:12.793,1,,
238,24,10426,2023-11-01 13:49:12.793,2,,0 days 10:10:00
239,24,10426,2023-11-01 21:37:12.793,3,,0 days 07:48:00
240,25,8603,2023-11-02 04:34:12.793,1,,
241,25,8622,2023-11-01 17:16:12.793,1,,
242,25,9130,2023-10-31 22:55:12.793,1,,
243,25,9130,2023-11-01 18:02:12.793,2,,0 days 19:07:00
244,25,9944,2023-10-31 15:18:12.793,1,,
245,25,9944,2023-10-31 19:11:12.793,2,,0 days 03:53:00
246,25,9944,2023-11-01 18:03:12.793,3,,0 days 22:52:00
247,25,9944,2023-11-01 22:13:12.793,4,,0 days 04:10:00
248,25,9998,2023-10-31 16:51:12.793,1,,
249,25,10619,2023-11-02 01:57:12.793,1,,
250,26,8634,2023-10-31 22:55:12.793,1,,
251,26,9761,2023-11-01 07:18:12.793,1,,
252,26,9761,2023-11-01 19:43:12.793,2,,0 days 12:25:00
253,26,9918,2023-10-31 19:38:12.793,1,,
254,26,9918,2023-11-02 02:18:12.793,2,,1 days 06:40:00
255,26,9918,2023-11-02 03:52:12.793,3,,0 days 01:34:00
256,26,10210,2023-11-01 00:30:12.793,1,,
257,26,10210,2023-11-01 13:15:12.793,2,,0 days 12:45:00
258,26,10210,2023-11-02 04:51:12.793,3,,0 days 15:36:00
259,26,10590,2023-11-01 09:47:12.793,1,,
260,27,8975,2023-11-01 01:04:12.793,1,,
261,27,8975,2023-11-02 01:12:12.793,2,,1 days 00:08:00
262,27,8975,2023-11-02 03:40:12.793,3,,0 days 02:28:00
263,27,9199,2023-10-31 12:26:12.793,1,,
264,27,9199,2023-11-01 04:32:12.793,2,,0 days 16:06:00
265,27,9199,2023-11-01 07:51:12.793,3,,0 days 03:19:00
266,27,9334,2023-11-01 10:30:12.793,1,,
267,27,9647,2023-11-01 09:06:12.793,1,,
268,27,10424,2023-11-01 03:55:12.793,1,,
269,27,10424,2023-11-02 05:48:12.793,2,,1 days 01:53:00
270,28,9100,2023-11-01 11:41:12.793,1,,
271,28,9152,2023-10-31 10:44:12.793,1,,
272,28,9152,2023-10-31 22:12:12.793,2,,0 days 11:28:00
273,28,9191,2023-11-01 20:44:12.793,1,,
274,28,9191,2023-11-02 04:48:12.793,2,,0 days 08:04:00
275,28,9335,2023-11-01 18:49:12.793,1,,
276,28,9335,2023-11-01 23:44:12.793,2,,0 days 04:55:00
277,28,9393,2023-10-31 19:35:12.793,1,,
278,28,9393,2023-11-01 19:41:12.793,2,,1 days 00:06:00
279,28,9393,2023-11-02 05:13:12.793,3,,0 days 09:32:00
280,29,8731,2023-10-31 10:27:12.793,1,,
281,29,8731,2023-11-01 05:55:12.793,2,,0 days 19:28:00
282,29,8731,2023-11-02 02:58:12.793,3,,0 days 21:03:00
283,29,8883,2023-11-01 21:38:12.793,1,,
284,29,9864,2023-10-31 13:17:12.793,1,,
285,29,9864,2023-11-01 20:39:12.793,2,,1 days 07:22:00
286,29,9924,2023-11-01 16:46:12.793,1,,
287,29,10165,2023-10-31 18:24:12.793,1,,
288,29,10165,2023-11-01 00:56:12.793,2,,0 days 06:32:00
289,29,10165,2023-11-01 23:55:12.793,3,,0 days 22:59:00
290,30,8634,2023-10-31 09:53:12.793,1,,
291,30,8634,2023-11-01 16:26:12.793,2,,1 days 06:33:00
292,30,8769,2023-11-01 03:50:12.793,1,,
293,30,8769,2023-11-01 07:11:12.793,2,,0 days 03:21:00
294,30,8968,2023-10-31 10:26:12.793,1,,
295,30,8968,2023-11-01 22:47:12.793,2,,1 days 12:21:00
296,30,9314,2023-11-01 10:56:12.793,1,,
297,30,9826,2023-10-31 21:33:12.793,1,,
298,30,9826,2023-11-02 07:55:12.793,2,,1 days 10:22:00
299,30,10622,2023-11-02 05:14:12.793,1,,
300,31,8676,2023-11-01 03:31:12.793,1,,
301,31,8767,2023-11-01 22:19:12.793,1,,
302,31,8971,2023-10-31 12:51:12.793,1,,
303,31,8971,2023-10-31 14:23:12.793,2,,0 days 01:32:00
304,31,8971,2023-11-01 06:48:12.793,3,,0 days 16:25:00
305,31,8971,2023-11-02 01:49:12.793,4,,0 days 19:01:00
306,31,8971,2023-11-02 06:58:12.793,5,,0 days 05:09:00
307,31,10078,2023-11-01 22:58:12.793,1,,
308,31,10078,2023-11-01 23:27:12.793,3,,0 days 00:29:00
309,31,10482,2023-10-31 09:52:12.793,1,,
310,32,9191,2023-10-31 15:09:12.793,1,,
311,32,9191,2023-10-31 16:37:12.793,2,,0 days 01:28:00
312,32,9191,2023-10-31 22:43:12.793,3,,0 days 06:06:00
313,32,9921,2023-10-31 21:59:12.793,1,,
314,32,9921,2023-11-01 20:55:12.793,2,,0 days 22:56:00
315,32,10075,2023-11-01 01:52:12.793,1,,
316,32,10075,2023-11-01 17:09:12.793,2,,0 days 15:17:00
317,32,10075,2023-11-02 07:44:12.793,3,,0 days 14:35:00
318,32,10241,2023-11-01 09:20:12.793,1,,
319,32,10480,2023-11-01 10:22:12.793,1,,
320,33,8551,2023-11-01 04:08:12.793,1,,
321,33,8551,2023-11-01 04:30:12.793,3,,0 days 00:22:00
322,33,8551,2023-11-02 08:53:12.793,4,,1 days 04:23:00
323,33,9350,2023-10-31 18:22:12.793,1,,
324,33,9350,2023-11-01 09:39:12.793,2,,0 days 15:17:00
325,33,9644,2023-11-01 00:33:12.793,1,,
326,33,9644,2023-11-01 11:19:12.793,2,,0 days 10:46:00
327,33,9644,2023-11-01 22:08:12.793,3,,0 days 10:49:00
328,33,10016,2023-10-31 15:26:12.793,1,,
329,33,10054,2023-11-01 10:15:12.793,1,,
330,34,9168,2023-11-01 10:24:12.793,1,,
331,34,9168,2023-11-01 11:00:12.793,3,,0 days 00:36:00
332,34,9168,2023-11-01 11:06:12.793,5,,0 days 00:06:00
333,34,9168,2023-11-01 20:17:12.793,6,,0 days 09:11:00
334,34,10107,2023-11-01 12:18:12.793,1,,
335,34,10155,2023-11-01 00:00:12.793,1,,
336,34,10394,2023-11-01 06:55:12.793,1,,
337,34,10394,2023-11-01 16:25:12.793,2,,0 days 09:30:00
338,34,10394,2023-11-01 16:55:12.793,4,,0 days 00:30:00
339,34,10394,2023-11-01 18:15:12.793,5,,0 days 01:20:00
340,35,8544,2023-11-01 09:59:12.793,1,,
341,35,8544,2023-11-02 07:45:12.793,2,,0 days 21:46:00
342,35,9848,2023-11-01 21:43:12.793,1,,
343,35,9848,2023-11-02 06:21:12.793,2,,0 days 08:38:00
344,35,10576,2023-10-31 12:31:12.793,1,,
345,35,10576,2023-10-31 13:46:12.793,2,,0 days 01:15:00
346,35,10576,2023-11-01 21:30:12.793,3,,1 days 07:44:00
347,35,10576,2023-11-02 01:04:12.793,4,,0 days 03:34:00
348,35,10594,2023-11-01 01:20:12.793,1,,
349,35,10594,2023-11-02 01:56:12.793,2,,1 days 00:36:00
350,36,9291,2023-11-01 20:21:12.793,1,,
351,36,9507,2023-11-02 02:50:12.793,1,,
352,36,9636,2023-10-31 16:21:12.793,1,,
353,36,9636,2023-11-01 04:07:12.793,2,,0 days 11:46:00
354,36,9636,2023-11-01 19:30:12.793,3,,0 days 15:23:00
355,36,9727,2023-10-31 11:59:12.793,1,,
356,36,9727,2023-10-31 17:07:12.793,2,,0 days 05:08:00
357,36,9727,2023-11-01 06:30:12.793,3,,0 days 13:23:00
358,36,10521,2023-11-01 19:46:12.793,1,,
359,36,10521,2023-11-01 21:49:12.793,2,,0 days 02:03:00
360,37,8529,2023-11-01 09:58:12.793,1,,
361,37,8683,2023-10-31 22:56:12.793,1,,
362,37,8683,2023-11-01 13:25:12.793,2,,0 days 14:29:00
363,37,9155,2023-10-31 23:09:12.793,1,,
364,37,9155,2023-11-02 05:18:12.793,2,,1 days 06:09:00
365,37,9155,2023-11-02 06:36:12.793,3,,0 days 01:18:00
366,37,9754,2023-11-02 05:21:12.793,1,,
367,37,9961,2023-11-02 05:47:12.793,1,,
368,37,10072,2023-10-31 10:19:12.793,1,,
369,37,10072,2023-10-31 20:12:12.793,2,,0 days 09:53:00
370,38,8780,2023-11-01 16:20:12.793,1,,
371,38,8780,2023-11-02 05:42:12.793,2,,0 days 13:22:00
372,38,9835,2023-11-01 09:01:12.793,1,,
373,38,9966,2023-11-01 21:06:12.793,1,,
374,38,10453,2023-10-31 12:29:12.793,1,,
375,38,10453,2023-11-01 10:56:12.793,2,,0 days 22:27:00
376,38,10453,2023-11-01 17:26:12.793,3,,0 days 06:30:00
377,38,10453,2023-11-02 08:19:12.793,4,,0 days 14:53:00
378,38,10453,2023-11-02 09:08:12.793,6,,0 days 00:49:00
379,38,10501,2023-11-01 01:17:12.793,1,,
380,39,8757,2023-11-01 00:52:12.793,1,,
381,39,8955,2023-11-01 01:30:12.793,1,,
382,39,8955,2023-11-01 07:20:12.793,2,,0 days 05:50:00
383,39,9066,2023-10-31 17:33:12.793,1,,
384,39,9066,2023-10-31 18:54:12.793,2,,0 days 01:21:00
385,39,9066,2023-11-01 17:14:12.793,3,,0 days 22:20:00
386,39,10446,2023-10-31 11:57:12.793,1,,
387,39,10446,2023-11-01 14:42:12.793,2,,1 days 02:45:00
388,39,10617,2023-10-31 20:40:12.793,1,,
389,39,10617,2023-11-02 08:42:12.793,2,,1 days 12:02:00
390,40,8679,2023-10-31 22:46:12.793,1,,
391,40,8780,2023-10-31 16:57:12.793,1,,
392,40,8780,2023-11-01 05:08:12.793,2,,0 days 12:11:00
393,40,9211,2023-10-31 20:30:12.793,1,,
394,40,9211,2023-11-01 02:15:12.793,2,,0 days 05:45:00
395,40,10194,2023-10-31 10:56:12.793,1,,
396,40,10194,2023-11-01 04:28:12.793,2,,0 days 17:32:00
397,40,10194,2023-11-02 08:02:12.793,3,,1 days 03:34:00
398,40,10329,2023-11-01 14:29:12.793,1,,
399,40,10329,2023-11-02 02:40:12.793,2,,0 days 12:11:00
400,41,8918,2023-10-31 15:25:12.793,1,,
401,41,8931,2023-10-31 11:05:12.793,1,,
402,41,8931,2023-10-31 16:47:12.793,2,,0 days 05:42:00
403,41,8931,2023-11-01 10:16:12.793,3,,0 days 17:29:00
404,41,10095,2023-11-02 04:13:12.793,1,,
405,41,10128,2023-11-02 06:21:12.793,1,,
406,41,10588,2023-10-31 09:34:12.793,1,,
407,41,10588,2023-11-01 11:03:12.793,2,,1 days 01:29:00
408,41,10588,2023-11-02 03:06:12.793,3,,0 days 16:03:00
409,41,10588,2023-11-02 05:58:12.793,4,,0 days 02:52:00
410,42,9073,2023-11-01 06:34:12.793,1,,
411,42,9073,2023-11-01 13:07:12.793,2,,0 days 06:33:00
412,42,9123,2023-11-01 14:19:12.793,1,,
413,42,9123,2023-11-01 15:12:12.793,3,,0 days 00:53:00
414,42,9388,2023-10-31 10:08:12.793,1,,
415,42,9388,2023-10-31 14:35:12.793,2,,0 days 04:27:00
416,42,9598,2023-10-31 19:57:12.793,1,,
417,42,9598,2023-11-01 00:47:12.793,2,,0 days 04:50:00
418,42,9598,2023-11-01 15:51:12.793,3,,0 days 15:04:00
419,42,10526,2023-11-01 16:03:12.793,1,,
420,43,8551,2023-10-31 18:37:12.793,1,,
421,43,8551,2023-11-01 17:12:12.793,2,,0 days 22:35:00
422,43,8551,2023-11-02 04:28:12.793,3,,0 days 11:16:00
423,43,9022,2023-11-01 13:05:12.793,1,,
424,43,9022,2023-11-01 17:46:12.793,2,,0 days 04:41:00
425,43,9022,2023-11-01 23:14:12.793,3,,0 days 05:28:00
426,43,9055,2023-10-31 15:10:12.793,1,,
427,43,9055,2023-10-31 18:20:12.793,2,,0 days 03:10:00
428,43,9055,2023-11-02 01:59:12.793,3,,1 days 07:39:00
429,43,9928,2023-11-01 03:35:12.793,1,,
430,44,8583,2023-11-01 23:23:12.793,1,,
431,44,8583,2023-11-02 03:12:12.793,2,,0 days 03:49:00
432,44,8631,2023-11-01 12:54:12.793,1,,
433,44,8631,2023-11-01 20:50:12.793,2,,0 days 07:56:00
434,44,9192,2023-11-01 04:21:12.793,1,,
435,44,9740,2023-10-31 10:12:12.793,1,,
436,44,9740,2023-11-02 00:46:12.793,2,,1 days 14:34:00
437,44,10143,2023-10-31 18:58:12.793,1,,
438,44,10143,2023-11-01 07:03:12.793,2,,0 days 12:05:00
439,44,10143,2023-11-02 05:21:12.793,3,,0 days 22:18:00
440,45,8969,2023-10-31 11:47:12.793,1,,
441,45,8969,2023-11-01 20:56:12.793,2,,1 days 09:09:00
442,45,8969,2023-11-01 22:58:12.793,3,,0 days 02:02:00
443,45,8988,2023-11-02 06:50:12.793,1,,
444,45,9386,2023-11-02 06:46:12.793,1,,
445,45,10251,2023-10-31 20:52:12.793,1,,
446,45,10251,2023-11-01 03:13:12.793,2,,0 days 06:21:00
447,45,10251,2023-11-02 02:03:12.793,3,,0 days 22:50:00
448,45,10426,2023-10-31 10:49:12.793,1,,
449,45,10426,2023-11-01 17:57:12.793,2,,1 days 07:08:00
450,46,8547,2023-11-01 20:51:12.793,1,,
451,46,8777,2023-10-31 13:38:12.793,1,,
452,46,8777,2023-11-01 09:59:12.793,2,,0 days 20:21:00
453,46,8801,2023-11-01 22:50:12.793,1,,
454,46,9480,2023-11-02 07:41:12.793,1,,
455,46,9530,2023-10-31 14:15:12.793,1,,
456,46,9530,2023-11-01 00:17:12.793,2,,0 days 10:02:00
